1,13-07-14,24,3411
2,13-07-15,77,7300
3,13-07-18,75,5719
4,13-07-19,2,113
5,13-07-26,7,166
6,13-07-27,57,9016
7,13-07-28,9,5847
8,13-07-29,122,10829
9,13-07-30,123,17772
10,13-07-31,130,10837
11,13-08-01,145,13543
12,13-08-02,131,8333
